reframed_text	strategy
I am excited to look forward to reach Sydney soon as I am tired of all the procedures like bank, passport etc.	optimism
I think we should all help out Selena then she will be happy and not fail.	neutralizing
I think we should all help out Selena then she will be happy and not fail.	optimism
Even though my uncle is in ICU right now, I'm just thankful he's alive and getting the care that he needs.	optimism
Even though my uncle is in ICU right now, I'm just thankful he's alive and getting the care that he needs.	thankfulness
This may sound superficial, but I am really happy and thankful for this Starbucks in Centennial	optimism
This may sound superficial, but I am really happy and thankful for this Starbucks in Centennial	thankfulness
Now I am able to understand why seniors give up in the middle of the last year and I am sure that with a little more effort I will make it!	growth
Even though I sacrifice sleep, I'm glad that I can help people when they need me to.	optimism
Even though I sacrifice sleep, I'm glad that I can help people when they need me to.	thankfulness
I'm closer to achieve my goals! Everything will be worth it!	optimism
Can't wait for my 21st birthday I have a cold sore but no ones going to care.	neutralizing
Can't wait for my 21st birthday I have a cold sore but no ones going to care.	optimism
Can't wait for my 21st birthday I have a cold sore but no ones going to care.	thankfulness
Thinking about starting a new business venture	growth
Thinking about starting a new business venture	self_affirmation
I would be happy if this weekend flies away fast and midterms are over soon.	optimism
I would be happy if this weekend flies away fast and midterms are over soon.	thankfulness
I am happy to survive the last 2 days. I am going to spend some time having fun.	impermanence
The feeling that the decisions of mine are wrong, is making it hard for me to make decisions. I must do something about it, though I dont know what to do.	neutralizing
The feeling that the decisions of mine are wrong, is making it hard for me to make decisions. I must do something about it, though I dont know what to do.	self_affirmation
I'm doing my best to memorize terms for this Apush test, and I hope I'll do well.	optimism
I'm doing my best to memorize terms for this Apush test, and I hope I'll do well.	self_affirmation
Most of January has passed by. So stress levels can be kept at bay by sleeping well and thinking positively.	impermanence
Most of January has passed by. So stress levels can be kept at bay by sleeping well and thinking positively.	optimism
Most of January has passed by. So stress levels can be kept at bay by sleeping well and thinking positively.	self_affirmation
I think I should take some rest and give my brain some rest so that I am refreshed in the coming days.	optimism
I'm finishing my homework lessons and soon after that I will relax for the next day.	impermanence
It's good to have the opportunity to take the dogs out with my mom or my dad, it's a great opportunity to talk and be close to them	optimism
Getting up late proves to me that I can’t be perfect in every way, and I’m fine with it.	self_affirmation
Getting up late proves to me that I can’t be perfect in every way, and I’m fine with it.	thankfulness
I don't know if I am the only person not in time for the yoga class. But my teacher would appreciate me if I am punctual	neutralizing
